TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Theft of Bicycle,2004,12,14,17,0,12XX W 8TH AVE,Fairview,490409.15,5456861.96,49.26444541,-123.1318248
Theft of Bicycle,2004,3,16,20,30,12XX W 8TH AVE,Fairview,490421.69,5456852.58,49.26436124,-123.1316522
Theft of Bicycle,2004,7,13,0,0,12XX W GEORGIA ST,West End,490877.02,5459385.99,49.28715663,-123.1254516
Theft of Bicycle,2004,8,2,20,0,12XX W GEORGIA ST,West End,490877.02,5459385.99,49.28715663,-123.1254516
Theft of Bicycle,2004,2,15,0,0,13XX ALBERNI ST,West End,490667.23,5459516.39,49.28832643,-123.1283395
Mischief,2004,11,30,9,0,7XX W PENDER ST,Central Business District,491641.03,5459106.52,49.28465369,-123.1149398
Mischief,2004,12,14,17,0,7XX W PENDER ST,Central Business District,491641.03,5459106.52,49.28465369,-123.1149398
Break and Enter Residential/Other,2004,6,21,3,0,25XX ETON ST,Hastings-Sunrise,496079.43,5459447.99,49.28776985,-123.0539131
Theft of Bicycle,2004,2,16,18,0,13XX ALBERNI ST,West End,490700.65,5459484.51,49.28804018,-123.1278792
Theft of Bicycle,2004,7,6,0,0,13XX ALBERNI ST,West End,490700.65,5459484.51,49.28804018,-123.1278792
Mischief,2004,12,16,23,30,15XX VENABLES ST,Grandview-Woodland,494729.39,5458213.58,49.27665598,-123.0724616
Theft of Bicycle,2004,4,11,14,0,13XX ARBUTUS ST,Kitsilano,488900.47,5457971.35,49.27439904,-123.1525921
Theft of Bicycle,2004,11,21,12,40,13XX BARCLAY ST,West End,490461.89,5459258.43,49.28600287,-123.1311571
Break and Enter Commercial,2004,3,23,15,0,17XX COMMERCIAL DR,Grandview-Woodland,494926.78,5457341.18,49.26881025,-123.0697368
Break and Enter Commercial,2004,1,25,18,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.9,5457413.51,49.26946095,-123.0696124
Break and Enter Commercial,2004,10,13,5,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.9,5457413.51,49.26946095,-123.0696124
Break and Enter Residential/Other,2004,5,2,10,0,25XX ETON ST,Hastings-Sunrise,496177.63,5459448.46,49.2877747,-123.0525627
Theft of Bicycle,2004,8,14,14,30,13XX BARCLAY ST,West End,490491.53,5459216.8,49.28562887,-123.1307485
Break and Enter Commercial,2004,10,1,16,0,17XX COMOX ST,West End,489888.17,5459515.32,49.28830441,-123.1390527
Theft of Bicycle,2004,9,3,16,0,13XX BEACH AVE,West End,489860.32,5458766.66,49.28156965,-123.1394167
Theft of Bicycle,2004,9,28,4,39,13XX BEACH AVE,West End,489860.32,5458766.66,49.28156965,-123.1394167
Mischief,2004,8,2,5,0,19XX POWELL ST,Grandview-Woodland,495242.3,5459126.87,49.28487538,-123.0654209
Theft of Bicycle,2004,4,26,11,30,13XX BURRARD ST,Central Business District,490410.33,5458289.38,49.27728532,-123.1318428
Break and Enter Residential/Other,2004,1,14,11,39,25XX ETON ST,Hastings-Sunrise,496205.74,5459439.45,49.28769383,-123.0521761
Theft of Bicycle,2004,6,29,9,5,13XX CARTWRIGHT ST,Fairview,490272.11,5457451.28,49.26974429,-123.1337227
Break and Enter Residential/Other,2004,2,23,1,0,25XX FRASER ST,Mount Pleasant,493509.57,5456589.17,49.26203238,-123.0892057
Break and Enter Residential/Other,2004,8,17,8,0,25XX FRASER ST,Mount Pleasant,493509.59,5456591.19,49.26205055,-123.0892054
Theft of Bicycle,2004,2,4,17,0,13XX COMMERCIAL DR,Grandview-Woodland,494942.03,5457760.18,49.27257936,-123.0695325
Theft of Bicycle,2004,7,19,18,15,13XX COMMERCIAL DR,Grandview-Woodland,494942.03,5457760.18,49.27257936,-123.0695325
Theft of Bicycle,2004,8,17,17,30,13XX COMMERCIAL DR,Grandview-Woodland,494942.03,5457760.18,49.27257936,-123.0695325
Break and Enter Residential/Other,2004,9,15,12,0,25XX FRASER ST,Mount Pleasant,493509.67,5456597.26,49.26210515,-123.0892044
Offence Against a Person,2004,11,25,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft of Bicycle,2004,9,25,22,0,13XX COMOX ST,West End,490287.2,5459105.42,49.28462378,-123.1335555
Theft of Bicycle,2004,5,3,23,0,13XX DAVIE ST,West End,490108.37,5458989.72,49.28358017,-123.1360116
Theft of Bicycle,2004,10,7,22,0,13XX E 23RD AVE,Kensington-Cedar Cottage,494442.07,5455234.46,49.24985566,-123.0763704
Theft of Bicycle,2004,6,28,12,45,13XX E 59TH AVE,Sunset,494267.14,5451511.53,49.21636539,-123.0787209
Break and Enter Commercial,2004,1,18,22,0,17XX COMOX ST,West End,489926.01,5459476.87,49.28795917,-123.1385314
Theft of Bicycle,2004,9,8,19,44,13XX FOUNTAIN WAY,Fairview,490225.64,5457218.6,49.26765055,-123.1343558
Theft of Bicycle,2004,4,18,16,30,13XX GRANVILLE ST,Central Business District,490709.13,5458152.6,49.27605957,-123.1277316
Break and Enter Residential/Other,2004,6,2,21,0,25XX FRASER ST,Mount Pleasant,493510.1,5456629.65,49.26239651,-123.089199
Theft of Bicycle,2004,10,4,0,0,13XX HARO ST,West End,490563.2,5459298.43,49.28636425,-123.1297649
Theft of Bicycle,2004,7,27,16,0,13XX HARWOOD ST,West End,490024.76,5458746.87,49.28139434,-123.1371552
Theft of Bicycle,2004,7,24,23,45,13XX HOMER ST,Central Business District,490892.29,5457912.07,49.27389872,-123.1252081
Theft of Bicycle,2004,5,1,0,0,13XX JERVIS ST,West End,490042.21,5458762.54,49.28153558,-123.1369157
Theft of Bicycle,2004,9,13,18,0,13XX JOHNSTON ST,Fairview,490270.9,5457590.19,49.27099378,-123.1337427
Theft of Bicycle,2004,10,18,8,30,13XX JOHNSTON ST,Fairview,490270.9,5457590.19,49.27099378,-123.1337427
Theft of Bicycle,2004,7,4,11,0,13XX JOHNSTON ST,Fairview,490351.42,5457482.71,49.27002826,-123.1326333
Mischief,2004,8,24,4,10,19XX POWELL ST,Grandview-Woodland,495318.41,5459127.41,49.28488083,-123.0643743
Theft of Bicycle,2004,8,19,18,22,13XX MAIN ST,Strathcona,492738.34,5457908.15,49.27388817,-123.0998295
Theft of Bicycle,2004,2,19,23,4,13XX MAIN ST,Central Business District,492714.39,5457808.24,49.27298918,-123.1001569
Theft of Bicycle,2004,3,17,17,30,13XX MARINASIDE CRES,Central Business District,491171.17,5457694.62,49.27194681,-123.1213694
Theft of Bicycle,2004,7,3,15,0,13XX PACIFIC BLVD,Central Business District,491002.72,5457849.57,49.27333816,-123.1236885
Break and Enter Residential/Other,2004,6,16,18,0,25XX GRANDVIEW HWY N,Renfrew-Collingwood,496061.6,5456163.65,49.25822649,-123.0541259
Theft of Bicycle,2004,5,24,19,30,13XX RICHARDS ST,Central Business District,490747.38,5457923.5,49.27399936,-123.1272005
Theft of Bicycle,2004,6,6,13,30,13XX RICHARDS ST,Central Business District,490747.38,5457923.5,49.27399936,-123.1272005
Break and Enter Commercial,2004,1,18,0,0,17XX DAVIE ST,West End,489739.82,5459341.25,49.28673616,-123.1410882
Break and Enter Commercial,2004,4,29,18,0,17XX DAVIE ST,West End,489739.82,5459341.25,49.28673616,-123.1410882
Theft of Bicycle,2004,8,21,17,0,13XX RICHARDS ST,Central Business District,490747.38,5457923.5,49.27399936,-123.1272005
Theft of Bicycle,2004,7,27,17,25,13XX ROBSON ST,West End,490596.17,5459431.88,49.28756516,-123.1293147
Theft of Bicycle,2004,11,13,23,30,13XX SHOREPINE WALK,Fairview,490279.65,5457233.03,49.26778121,-123.1336138
Mischief,2004,11,2,10,0,19XX QUEBEC ST,Mount Pleasant,492529.02,5457266.4,49.268113,-123.1026951
Theft of Bicycle,2004,9,7,19,0,13XX W 10TH AVE,Fairview,490218.17,5456648.8,49.26252498,-123.1344446
Theft of Bicycle,2004,2,29,12,0,13XX W 11TH AVE,Fairview,490103.86,5456547.52,49.26161211,-123.1360132
Theft of Bicycle,2004,5,18,0,0,13XX W 13TH AVE,Fairview,490209.37,5456336.69,49.25971735,-123.1345579
Theft of Bicycle,2004,5,8,20,30,13XX W 15TH AVE,Fairview,490176.97,5456141.32,49.25795944,-123.1349984
Theft of Bicycle,2004,3,27,12,0,14XX ANDERSON ST,Fairview,490173.24,5457687.32,49.27186592,-123.1350876
Break and Enter Commercial,2004,8,19,21,27,17XX DAVIE ST,West End,489746.27,5459347.74,49.28679464,-123.1409997
Theft of Bicycle,2004,6,26,14,0,14XX ANDERSON ST,Fairview,490173.24,5457687.32,49.27186592,-123.1350876
Mischief,2004,12,18,23,30,15XX VENABLES ST,Grandview-Woodland,494719.25,5458213.78,49.27665769,-123.072601
Theft of Bicycle,2004,8,13,14,0,14XX ANDERSON ST,Fairview,490173.24,5457687.32,49.27186592,-123.1350876
Offence Against a Person,2004,12,16,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Commercial,2004,3,4,0,18,17XX DAVIE ST,West End,489780.1,5459314.08,49.28649243,-123.1405336
Break and Enter Commercial,2004,5,18,5,39,17XX DAVIE ST,West End,489780.1,5459314.08,49.28649243,-123.1405336
Break and Enter Commercial,2004,5,25,22,0,17XX DAVIE ST,West End,489780.1,5459314.08,49.28649243,-123.1405336
Theft of Bicycle,2004,4,4,15,0,14XX ANDERSON ST,Fairview,490182.68,5457688.47,49.27187642,-123.1349579
Break and Enter Commercial,2004,10,13,4,38,17XX DAVIE ST,West End,489784.33,5459309.87,49.28645463,-123.1404754
Break and Enter Commercial,2004,10,5,7,10,17XX DAVIE ST,West End,489786.34,5459294.97,49.28632064,-123.1404474
Theft of Bicycle,2004,5,7,15,20,14XX ANDERSON ST,Fairview,490182.68,5457688.47,49.27187642,-123.1349579
Theft of Bicycle,2004,9,16,21,30,14XX BARCLAY ST,West End,490342.83,5459363.48,49.28694594,-123.1327968
Break and Enter Residential/Other,2004,1,23,16,20,25XX GRAVELEY ST,Hastings-Sunrise,496037.84,5457524.5,49.27046746,-123.0544659
Break and Enter Commercial,2004,6,9,21,30,17XX DAVIE ST,West End,489790.57,5459290.77,49.28628293,-123.1403891
Theft of Bicycle,2004,9,1,0,0,14XX BARCLAY ST,West End,490378.39,5459327.53,49.28662313,-123.1323069
Theft of Bicycle,2004,9,17,22,0,14XX BARCLAY ST,West End,490378.39,5459327.53,49.28662313,-123.1323069
Break and Enter Commercial,2004,1,28,22,30,17XX E 10TH AVE,Kensington-Cedar Cottage,494998.72,5456512.03,49.26135248,-123.0687376
Theft of Bicycle,2004,8,12,7,30,14XX COMOX ST,West End,490189.14,5459215.11,49.28560889,-123.1349065
Theft of Bicycle,2004,6,24,19,0,14XX COMOX ST,West End,490232.87,5459158.66,49.28510181,-123.1343038
Theft of Bicycle,2004,6,7,18,0,14XX CONNAUGHT DR,Shaughnessy,490015.56,5454748.36,49.24542688,-123.1371819
Theft of Bicycle,2004,4,26,20,0,14XX DAVIE ST,West End,490020.11,5459075.5,49.28435034,-123.1372273
Theft of Bicycle,2004,6,26,0,1,14XX E 11TH AVE,Kensington-Cedar Cottage,494502.11,5456413.29,49.26046003,-123.0755616
Theft of Bicycle,2004,7,20,17,45,14XX E 11TH AVE,Kensington-Cedar Cottage,494502.11,5456413.29,49.26046003,-123.0755616
Theft of Bicycle,2004,8,3,16,0,14XX E 11TH AVE,Kensington-Cedar Cottage,494502.11,5456413.29,49.26046003,-123.0755616
Theft of Bicycle,2004,8,23,11,0,14XX E 59TH AVE,Victoria-Fraserview,494484.9,5451517.91,49.21642478,-123.0757308
Theft of Bicycle,2004,11,8,18,0,14XX LAMEYS MILL RD,Fairview,490032.48,5457313.54,49.26850143,-123.1370133
Theft of Bicycle,2004,10,28,0,0,14XX LAMEYS MILL RD,Fairview,490113.53,5457232.23,49.26777135,-123.1358972
Break and Enter Residential/Other,2004,7,23,8,30,25XX GRAVELEY ST,Hastings-Sunrise,496173.03,5457524.5,49.27046832,-123.0526075
Theft of Bicycle,2004,7,15,13,8,14XX NELSON ST,West End,490291.24,5459268.7,49.28609257,-123.1335039
Theft of Bicycle,2004,9,17,16,0,14XX PENNYFARTHING DR,Fairview,489734.69,5457789.79,49.27278045,-123.141119
Break and Enter Residential/Other,2004,11,27,19,23,25XX HEMLOCK ST,Fairview,490091.97,5456705.46,49.26303261,-123.1361805
Theft of Bicycle,2004,5,24,13,0,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Theft of Bicycle,2004,6,19,12,0,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Theft of Bicycle,2004,7,11,0,0,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Theft of Bicycle,2004,7,12,12,0,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Theft of Bicycle,2004,7,17,15,34,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Break and Enter Commercial,2004,1,12,2,0,17XX FIR ST,Fairview,489745.82,5457522.28,49.27037434,-123.1409591
Theft of Bicycle,2004,7,19,19,15,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Theft of Bicycle,2004,9,12,13,0,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
Break and Enter Commercial,2004,7,19,5,4,17XX E 4TH AVE,Grandview-Woodland,494946.32,5457145.16,49.26704717,-123.0694657
Break and Enter Residential/Other,2004,10,22,15,0,25XX HEMLOCK ST,Fairview,490100.52,5456689.3,49.26288739,-123.1360626
Theft of Bicycle,2004,6,19,11,0,14XX QUEBEC ST,Mount Pleasant,492611.86,5457785.69,49.27278511,-123.101566
Mischief,2004,10,12,6,30,15XX ROBSON ST,West End,490445.61,5459579.96,49.28889483,-123.1313886
Mischief,2004,1,18,18,30,80XX FRASER ST,Sunset,493368.89,5451092.89,49.21259055,-123.0910483
Break and Enter Residential/Other,2004,2,25,23,0,25XX HIGHBURY ST,West Point Grey,486341.02,5456809.76,49.26389854,-123.1877386
Break and Enter Residential/Other,2004,8,10,6,0,25XX HIGHBURY ST,West Point Grey,486341.02,5456809.76,49.26389854,-123.1877386
Theft of Bicycle,2004,7,8,18,30,14XX ROBSON ST,West End,490500.74,5459525.79,49.28840842,-123.1306292
Break and Enter Commercial,2004,12,17,0,0,17XX E BROADWAY AVE,Grandview-Woodland,495003.35,5456623.67,49.26235674,-123.0686753
Theft of Bicycle,2004,10,2,22,0,14XX W 12TH AVE,Fairview,489974.1,5456460.28,49.26082525,-123.1377944
Offence Against a Person,2004,5,9,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2004,5,29,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft of Bicycle,2004,7,27,23,0,14XX W 10TH AVE,Fairview,490085.83,5456652.1,49.26255253,-123.1362636
Mischief,2004,1,31,18,0,19XX STEPHENS ST,Kitsilano,487894.27,5457325.73,49.26857249,-123.1664054
Mischief,2004,7,24,4,0,19XX STEPHENS ST,Kitsilano,487903.25,5457314.96,49.26847579,-123.1662816
Mischief,2004,8,25,22,0,19XX STEPHENS ST,Kitsilano,487903.25,5457314.96,49.26847579,-123.1662816
Theft of Bicycle,2004,8,5,7,0,14XX W 11TH AVE,Fairview,490051.18,5456549.28,49.26162708,-123.1367373
Theft of Bicycle,2004,4,25,16,0,14XX W 13TH AVE,Fairview,490004.65,5456350.67,49.25983979,-123.1373718
Theft of Bicycle,2004,1,1,8,0,14XX W 14TH AVE,Fairview,490003.29,5456250.14,49.25893548,-123.137388
Theft of Bicycle,2004,10,18,13,30,14XX W 73RD AVE,Marpole,489948.66,5450262.45,49.20507396,-123.1379887
Break and Enter Residential/Other,2004,8,23,19,0,25XX KITCHENER ST,Hastings-Sunrise,496084.16,5457723.56,49.27225834,-123.0538311
Theft of Bicycle,2004,6,4,19,0,15XX BARCLAY ST,West End,490297.63,5459421.61,49.28746812,-123.1334197
Break and Enter Residential/Other,2004,8,25,5,30,25XX KITCHENER ST,Hastings-Sunrise,496112.54,5457723.43,49.27225735,-123.053441
Theft of Bicycle,2004,9,24,3,40,15XX BEACH AVE,West End,489743.6,5458884.4,49.28262679,-123.1410245
Theft of Bicycle,2004,7,5,12,0,15XX COAL HARBOUR QUAY,Central Business District,490710.7,5459851.85,49.2913446,-123.1277495
Theft of Bicycle,2004,12,2,15,57,15XX COMMERCIAL DR,Grandview-Woodland,494930.16,5457605.18,49.27118501,-123.0696937
Mischief,2004,6,10,19,0,19XX TRIUMPH ST,Grandview-Woodland,495240.78,5459017.09,49.28388788,-123.0654405
Theft of Bicycle,2004,4,17,22,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.6,5457621.06,49.27132793,-123.0695641
Theft of Bicycle,2004,8,18,20,0,15XX DISCOVERY ST,West Point Grey,485257.05,5457878.27,49.27348477,-123.2026767
Offence Against a Person,2004,9,6,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2004,9,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft of Bicycle,2004,11,5,4,30,15XX E 1ST AVE,Grandview-Woodland,494681.18,5457426.69,49.26957734,-123.073114
Theft of Bicycle,2004,10,11,15,0,15XX E 19TH AVE,Kensington-Cedar Cottage,494710.77,5455639.25,49.25349922,-123.0726836
Break and Enter Commercial,2004,3,10,5,26,17XX ROBSON ST,West End,490179.15,5459844.76,49.29127252,-123.1350594
Theft of Bicycle,2004,7,6,13,0,15XX E 2ND AVE,Grandview-Woodland,494658.3,5457328.03,49.26868968,-123.0734272
Theft of Bicycle,2004,11,6,12,0,15XX E 2ND AVE,Grandview-Woodland,494741.1,5457336.02,49.26876227,-123.0722891
Theft of Bicycle,2004,7,19,22,30,15XX E 36TH AVE,Kensington-Cedar Cottage,494694.82,5453873.02,49.23761144,-123.0728794
Theft of Bicycle,2004,3,5,23,0,15XX E 3RD AVE,Grandview-Woodland,494760.34,5457225.81,49.26777107,-123.0720232
Offence Against a Person,2004,6,15,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft of Bicycle,2004,3,31,18,0,15XX E 5TH AVE,Grandview-Woodland,494732.59,5457025.49,49.26596892,-123.072402
Theft of Bicycle,2004,6,29,12,45,15XX GRANT ST,Grandview-Woodland,494677.33,5457629.52,49.2714018,-123.0731696
Offence Against a Person,2004,7,25,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft of Bicycle,2004,9,18,0,0,15XX GRANT ST,Grandview-Woodland,494692.62,5457638.46,49.27148235,-123.0729595
Break and Enter Commercial,2004,4,3,5,50,17XX E HASTINGS ST,Grandview-Woodland,494983.3,5458718.73,49.28120203,-123.0689772
Theft of Bicycle,2004,4,21,1,24,15XX GRANVILLE ST,Central Business District,490470.9,5457929.22,49.27404657,-123.1310015
Break and Enter Residential/Other,2004,10,9,18,49,25XX LARCH ST,Kitsilano,488187.2,5456779.8,49.26366749,-123.1623627
Mischief,2004,7,18,22,30,80XX MONTCALM ST,Marpole,490129.12,5451139.5,49.21296619,-123.1355329
Break and Enter Residential/Other,2004,5,2,21,0,25XX MACDONALD ST,Kitsilano,487769,5456803.91,49.26387614,-123.1681114
Break and Enter Residential/Other,2004,5,6,23,0,25XX MACDONALD ST,Kitsilano,487769,5456803.91,49.26387614,-123.1681114
Theft of Bicycle,2004,10,10,8,0,15XX OLD BRIDGE ST,Fairview,490151.43,5457467.49,49.26988817,-123.135382
Theft of Bicycle,2004,4,9,16,0,15XX W 10TH AVE,Fairview,489910.81,5456657.65,49.26259959,-123.1386693
Theft of Bicycle,2004,11,3,16,32,15XX W 13TH AVE,Fairview,489805.01,5456346.15,49.25979584,-123.1401155
Theft of Bicycle,2004,11,7,5,0,15XX W 13TH AVE,Fairview,489805.01,5456346.15,49.25979584,-123.1401155
Theft of Bicycle,2004,2,8,2,0,15XX W 13TH AVE,Fairview,489808.53,5456355.21,49.25987739,-123.1400673
Theft of Bicycle,2004,3,6,12,0,15XX W 14TH AVE,Fairview,489823.67,5456255.08,49.25897696,-123.1398567
Theft of Bicycle,2004,10,10,17,30,15XX W 1ST AVE,Fairview,489811.33,5457645.58,49.27148454,-123.1400617
Theft of Bicycle,2004,6,27,15,0,15XX W 2ND AVE,Fairview,489961.31,5457418.74,49.26944656,-123.1379943
Theft of Bicycle,2004,7,23,19,0,15XX W 47TH AVE,Kerrisdale,489797.33,5452893.5,49.22873841,-123.1401331
Theft of Bicycle,2004,12,23,6,0,15XX W 4TH AVE,Fairview,489874.41,5457256.65,49.2679871,-123.1391847
Mischief,2004,3,20,18,0,80XX POPLAR ST,Sunset,493201.05,5451041.6,49.21212734,-123.0933519
Mischief,2004,10,2,23,35,80XX POPLAR ST,Sunset,493201.05,5451041.6,49.21212734,-123.0933519
Mischief,2004,9,1,5,38,80XX POPLAR ST,Sunset,493210.35,5451083.82,49.21250722,-123.0932249
Theft of Bicycle,2004,12,15,9,0,15XX W 5TH AVE,Fairview,489766.45,5457152.6,49.26704935,-123.140666
Break and Enter Residential/Other,2004,5,29,20,0,25XX MANITOBA ST,Mount Pleasant,492230.56,5456659.92,49.26265388,-123.1067859
Theft of Bicycle,2004,10,21,17,14,15XX W 64TH AVE,Marpole,489735.48,5451156.7,49.21311444,-123.1409382
Theft of Bicycle,2004,1,16,19,0,15XX W 71ST AVE,Marpole,489690.2,5450490.99,49.20712544,-123.1415428
Theft of Bicycle,2004,3,1,14,0,15XX W BROADWAY AVE,Fairview,489857.2,5456773.33,49.26363927,-123.139409
Theft of Bicycle,2004,5,28,14,0,15XX W BROADWAY AVE,Fairview,489909.74,5456763.28,49.26354973,-123.1386866
Offence Against a Person,2004,12,31,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft of Bicycle,2004,11,9,16,0,15XX W BROADWAY AVE,Fairview,489909.74,5456763.28,49.26354973,-123.1386866
Mischief,2004,10,9,17,22,19XX W 10TH AVE,Kitsilano,489210.05,5456675.53,49.26274846,-123.1483012
Break and Enter Commercial,2004,6,29,22,30,17XX FRANCES ST,Grandview-Woodland,494991.39,5458518.25,49.27939874,-123.0688634
Mischief,2004,11,13,20,19,19XX W 10TH AVE,Kitsilano,489210.05,5456675.53,49.26274846,-123.1483012
Theft of Bicycle,2004,2,14,20,30,16XX ADANAC ST,Grandview-Woodland,494801.85,5458312.32,49.27754478,-123.0714667
Theft of Bicycle,2004,6,11,18,11,16XX BAYSHORE DR,Central Business District,490590.28,5459861.54,49.29142992,-123.1294058
Mischief,2004,9,18,9,0,19XX W 11TH AV,Kitsilano,489207.44,5456573.09,49.26182695,-123.1483343
Theft of Bicycle,2004,5,16,22,0,16XX BEACH AVE,West End,489679.44,5458940.06,49.28312638,-123.1419082
Mischief,2004,7,17,0,0,19XX W 11TH AVE,Kitsilano,489207.44,5456573.09,49.26182695,-123.1483343
Mischief,2004,9,19,23,0,19XX W 11TH AVE,Kitsilano,489207.44,5456573.09,49.26182695,-123.1483343
